byte	HW_CTR_AVG_ENC	HW_CTR_AVG_DEC	HW_ECB_AVG_ENC	HW_ECB_AVG_DEC	HW_CBC_AVG_ENC	HW_CBC_AVG_DEC	SW_CTR_AVG_ENC	SW_CTR_AVG_DEC	SW_ECB_AVG_ENC	SW_ECB_AVG_DEC	SW_CBC_AVG_ENC	SW_CBC_AVG_DEC
1050	0.5378125	0.5399375	0.5135625	0.516875	0.543	0.5525625	5.0471875	5.0476875	4.954625	5.0271875	5.04275	5.2391875
1051	0.53975	0.541	0.5135625	0.516875	0.5435	0.5541875	5.047625	5.0488125	4.954625	5.0271875	5.0434375	5.2396875
1052	0.537	0.5393125	0.5135625	0.516875	0.5408125	0.5491875	5.0455	5.04675	4.954625	5.0271875	5.0408125	5.2354375
1053	0.538625	0.5400625	0.5135625	0.516875	0.542	0.550375	5.0470625	5.0481875	4.954625	5.0271875	5.0421875	5.2365
1054	0.5390625	0.5414375	0.5135625	0.516875	0.5428125	0.5523125	5.04775	5.048625	4.954625	5.0271875	5.0430625	5.238125
1055	0.5401875	0.5415	0.5135625	0.516875	0.5439375	0.5529375	5.0485	5.049375	4.954625	5.0271875	5.044	5.238625
1056	0.5388125	0.5398125	0.5135625	0.516875	0.5398125	0.5434375	5.045125	5.0463125	4.954625	5.0271875	5.0385	5.236375
1057	0.5470625	0.548	0.5184375	0.521125	0.5506875	0.55175	5.119875	5.120375	5.0286875	5.102	5.115875	5.3133125
1058	0.547875	0.549375	0.5184375	0.521125	0.5519375	0.5534375	5.1203125	5.121125	5.0286875	5.102	5.1165625	5.3155625
1059	0.548	0.5500625	0.5184375	0.521125	0.5520625	0.553875	5.1210625	5.121875	5.0286875	5.102	5.1176875	5.315125
1060	0.546125	0.5476875	0.5184375	0.521125	0.550375	0.5516875	5.1195	5.12	5.0286875	5.102	5.11575	5.312875
1061	0.547625	0.5495625	0.5184375	0.521125	0.5520625	0.5534375	5.120625	5.1215	5.0286875	5.102	5.1165	5.3139375
1062	0.5476875	0.5503125	0.5184375	0.521125	0.55275	0.5544375	5.121375	5.1223125	5.0286875	5.102	5.1175625	5.3163125
1063	0.5485	0.5508125	0.5184375	0.521125	0.5531875	0.555625	5.1221875	5.123375	5.0286875	5.102	5.1184375	5.316
1064	0.54725	0.548875	0.5184375	0.521125	0.5514375	0.552875	5.120375	5.1209375	5.0286875	5.102	5.116125	5.3141875
1065	0.548125	0.5495625	0.5184375	0.521125	0.55225	0.553625	5.1215	5.1224375	5.0286875	5.102	5.1175	5.3153125
1066	0.548625	0.5501875	0.5184375	0.521125	0.5529375	0.5555625	5.12225	5.1235	5.0286875	5.102	5.118	5.316875
1067	0.54925	0.5506875	0.5184375	0.521125	0.5545625	0.556375	5.123	5.1239375	5.0286875	5.102	5.1191875	5.316875
1068	0.5485	0.5496875	0.5184375	0.521125	0.5513125	0.5514375	5.12125	5.1218125	5.0286875	5.102	5.1159375	5.31325
1069	0.549	0.55075	0.5184375	0.521125	0.5525625	0.5528125	5.1224375	5.1229375	5.0286875	5.102	5.1178125	5.3140625
1070	0.5495	0.551625	0.5184375	0.521125	0.5539375	0.5543125	5.1235	5.124	5.0286875	5.102	5.118125	5.316625
1071	0.551	0.5521875	0.5184375	0.521125	0.5544375	0.5558125	5.1239375	5.125125	5.0286875	5.102	5.1191875	5.3165625
1072	0.5435	0.54475	0.5184375	0.521125	0.544375	0.54825	5.1205	5.1216875	5.0286875	5.102	5.1135625	5.3144375
1073	0.5503125	0.5515625	0.52825	0.5313125	0.55475	0.56425	5.1949375	5.1958125	5.1029375	5.177125	5.1906875	5.3910625
1074	0.5511875	0.5526875	0.52825	0.5313125	0.55625	0.5648125	5.1960625	5.1965625	5.1029375	5.177125	5.1926875	5.3920625
1075	0.5516875	0.5543125	0.52825	0.5313125	0.5560625	0.5659375	5.1965	5.1983125	5.1029375	5.177125	5.1926875	5.393125
1076	0.5499375	0.551875	0.52825	0.5313125	0.554375	0.5634375	5.1951875	5.1954375	5.1029375	5.177125	5.191125	5.3908125
1077	0.5511875	0.5531875	0.52825	0.5313125	0.55525	0.5655	5.19675	5.197	5.1029375	5.177125	5.192125	5.391875
1078	0.552	0.553375	0.52825	0.5313125	0.5570625	0.5661875	5.196875	5.19875	5.1029375	5.177125	5.1933125	5.3933125
1079	0.552375	0.5545	0.52825	0.5313125	0.5579375	0.566625	5.197625	5.19875	5.1029375	5.177125	5.1936875	5.394
1080	0.5508125	0.5525625	0.52825	0.5313125	0.5545	0.5650625	5.196125	5.1963125	5.1029375	5.177125	5.191375	5.39175
1081	0.5524375	0.55375	0.52825	0.5313125	0.555875	0.565875	5.1973125	5.1981875	5.1029375	5.177125	5.1926875	5.393
1082	0.5529375	0.5538125	0.52825	0.5313125	0.5575625	0.5675	5.19775	5.1989375	5.1029375	5.177125	5.1936875	5.39425
1083	0.5534375	0.555375	0.52825	0.5313125	0.557125	0.568375	5.1988125	5.1996875	5.1029375	5.177125	5.1946875	5.395375
1084	0.5521875	0.5535625	0.52825	0.5313125	0.5551875	0.5634375	5.1963125	5.197875	5.1029375	5.177125	5.1920625	5.3906875
1085	0.553	0.55425	0.52825	0.5313125	0.5564375	0.5648125	5.19775	5.1993125	5.1029375	5.177125	5.1930625	5.3924375
1086	0.5538125	0.5558125	0.52825	0.5313125	0.5580625	0.566375	5.1985625	5.2001875	5.1029375	5.177125	5.1941875	5.3933125
1087	0.5543125	0.55575	0.52825	0.5313125	0.5583125	0.5674375	5.1996875	5.2008125	5.1029375	5.177125	5.1951875	5.394
1088	0.552875	0.5543125	0.52825	0.5313125	0.5534375	0.558625	5.1963125	5.197125	5.1029375	5.177125	5.1895625	5.391375
1089	0.56125	0.5628125	0.533125	0.5351875	0.5651875	0.5666875	5.270875	5.2715	5.17725	5.25225	5.2665	5.46825
1090	0.5626875	0.56325	0.533125	0.5351875	0.5663125	0.5675625	5.2713125	5.2725625	5.17725	5.25225	5.2675625	5.470375
1091	0.5618125	0.5648125	0.533125	0.5351875	0.566875	0.5685625	5.272375	5.2733125	5.17725	5.25225	5.268375	5.47025
1092	0.560375	0.5620625	0.533125	0.5351875	0.5655625	0.566125	5.2705	5.2710625	5.17725	5.25225	5.2660625	5.4684375
1093	0.5629375	0.56475	0.533125	0.5351875	0.5659375	0.5678125	5.2719375	5.2729375	5.17725	5.25225	5.2674375	5.469375
1094	0.5630625	0.5646875	0.533125	0.5351875	0.5675625	0.568625	5.2728125	5.273375	5.17725	5.25225	5.269	5.4709375
1095	0.563	0.56425	0.533125	0.5351875	0.568125	0.5704375	5.2735625	5.2744375	5.17725	5.25225	5.269375	5.4714375
1096	0.56225	0.5626875	0.533125	0.5351875	0.565875	0.567	5.271125	5.27225	5.17725	5.25225	5.2673125	5.4690625
1097	0.5625	0.5644375	0.533125	0.5351875	0.566875	0.5684375	5.2725625	5.2741875	5.17725	5.25225	5.268375	5.47025
1098	0.56375	0.565375	0.533125	0.5351875	0.568375	0.57	5.273625	5.274625	5.17725	5.25225	5.2691875	5.47225
1099	0.5643125	0.5654375	0.533125	0.5351875	0.5688125	0.5700625	5.274375	5.2749375	5.17725	5.25225	5.27	5.4724375
1100	0.563375	0.564625	0.533125	0.5351875	0.5658125	0.566125	5.2719375	5.2735	5.17725	5.25225	5.2681875	5.4680625
1101	0.5629375	0.565625	0.533125	0.5351875	0.5665	0.5674375	5.2734375	5.2746875	5.17725	5.25225	5.2688125	5.4696875
1102	0.56425	0.5655625	0.533125	0.5351875	0.5685625	0.568875	5.274875	5.275125	5.17725	5.25225	5.2694375	5.4713125
1103	0.5649375	0.567	0.533125	0.5351875	0.5685625	0.5701875	5.274875	5.2764375	5.17725	5.25225	5.2705	5.4713125
1104	0.557625	0.56	0.533125	0.5351875	0.5585	0.5631875	5.271875	5.2724375	5.17725	5.25225	5.2649375	5.4693125
1105	0.5645	0.5668125	0.5428125	0.545625	0.5691875	0.5780625	5.3466875	5.347625	5.2525	5.3265	5.3428125	5.546125
1106	0.56525	0.5670625	0.5428125	0.545625	0.570125	0.5793125	5.347125	5.348375	5.2525	5.3265	5.342125	5.5490625
1107	0.5661875	0.5678125	0.5428125	0.545625	0.570875	0.579625	5.3481875	5.348375	5.2525	5.3265	5.3438125	5.547375
1108	0.5638125	0.5664375	0.5428125	0.545625	0.5689375	0.5779375	5.3463125	5.346875	5.2525	5.3265	5.3433125	5.545
1109	0.566	0.567125	0.5428125	0.545625	0.56975	0.5799375	5.3475	5.3486875	5.2525	5.3265	5.3420625	5.5486875
1110	0.566625	0.568	0.5428125	0.545625	0.571125	0.5808125	5.348	5.349375	5.2525	5.3265	5.343125	5.5496875
1111	0.567	0.5691875	0.5428125	0.545625	0.5718125	0.5813125	5.349375	5.3498125	5.2525	5.3265	5.3455625	5.5476875
1112	0.5655625	0.567	0.5428125	0.545625	0.569125	0.579	5.34725	5.34775	5.2525	5.3265	5.344875	5.5454375
1113	0.566875	0.5676875	0.5428125	0.545625	0.570625	0.58025	5.34875	5.349625	5.2525	5.3265	5.3424375	5.549125
1114	0.567625	0.5693125	0.5428125	0.545625	0.572375	0.581875	5.349125	5.3500625	5.2525	5.3265	5.3435	5.5506875
1115	0.568125	0.5699375	0.5428125	0.545625	0.5724375	0.5831875	5.3495625	5.3510625	5.2525	5.3265	5.3440625	5.5514375
1116	0.5665625	0.5674375	0.5428125	0.545625	0.570375	0.577875	5.3480625	5.34825	5.2525	5.3265	5.3424375	5.5449375
1117	0.5676875	0.5691875	0.5428125	0.545625	0.57125	0.5795625	5.349875	5.34975	5.2525	5.3265	5.3463125	5.5454375
1118	0.56875	0.569875	0.5428125	0.545625	0.5725	0.58075	5.35	5.3515	5.2525	5.3265	5.347375	5.5466875
1119	0.5686875	0.570375	0.5428125	0.545625	0.5724375	0.5818125	5.3514375	5.351625	5.2525	5.3265	5.3465625	5.54825
1120	0.567625	0.568875	0.5428125	0.545625	0.5680625	0.5725	5.347375	5.3485625	5.2525	5.3265	5.3423125	5.545
1121	0.5754375	0.577	0.547125	0.5501875	0.5801875	0.5815	5.422375	5.4229375	5.327	5.4010625	5.4173125	5.6241875
1122	0.577	0.578375	0.547125	0.5501875	0.5805625	0.5820625	5.4231875	5.4236875	5.327	5.4010625	5.418375	5.6251875
1123	0.57675	0.5783125	0.547125	0.5501875	0.5816875	0.583	5.4235	5.42475	5.327	5.4010625	5.4193125	5.6261875
1124	0.5745	0.5763125	0.547125	0.5501875	0.5795	0.58	5.4216875	5.4229375	5.327	5.4010625	5.41775	5.6234375
1125	0.576625	0.5790625	0.547125	0.5501875	0.5809375	0.5823125	5.4231875	5.424375	5.327	5.4010625	5.4189375	5.62425
1126	0.5773125	0.579125	0.547125	0.5501875	0.5819375	0.5840625	5.4235625	5.425125	5.327	5.4010625	5.4199375	5.626125
1127	0.5773125	0.5793125	0.547125	0.5501875	0.583	0.58475	5.424375	5.425875	5.327	5.4010625	5.421	5.6268125
1128	0.5764375	0.5780625	0.547125	0.5501875	0.580125	0.5813125	5.4221875	5.42375	5.327	5.4010625	5.418375	5.6236875
1129	0.5774375	0.5794375	0.547125	0.5501875	0.5815	0.58275	5.4240625	5.42525	5.327	5.4010625	5.419875	5.624875
1130	0.577625	0.5790625	0.547125	0.5501875	0.5825625	0.5845	5.424875	5.426	5.327	5.4010625	5.4208125	5.6263125
1131	0.578875	0.579625	0.547125	0.5501875	0.5825	0.58475	5.425625	5.4268125	5.327	5.4010625	5.4210625	5.627375
1132	0.577	0.578875	0.547125	0.5501875	0.5806875	0.581	5.4234375	5.4246875	5.327	5.4010625	5.418125	5.6231875
1133	0.577375	0.5794375	0.547125	0.5501875	0.581	0.58225	5.425	5.4260625	5.327	5.4010625	5.4196875	5.62425
1134	0.5789375	0.579875	0.547125	0.5501875	0.582875	0.584125	5.4256875	5.426875	5.327	5.4010625	5.4206875	5.6263125
1135	0.5795625	0.5811875	0.547125	0.5501875	0.5828125	0.5836875	5.4265	5.42775	5.327	5.4010625	5.42075	5.6270625
1136	0.5728125	0.574125	0.547125	0.5501875	0.5736875	0.577375	5.4230625	5.4241875	5.327	5.4010625	5.415375	5.624375
1137	0.5794375	0.5801875	0.5586875	0.5595	0.5839375	0.5931875	5.499125	5.4970625	5.4	5.47425	5.4930625	5.70125
1138	0.58	0.5813125	0.5586875	0.5595	0.585125	0.5935625	5.500125	5.49775	5.4	5.47425	5.4940625	5.7025625
1139	0.5810625	0.5826875	0.5586875	0.5595	0.58525	0.5946875	5.501	5.4984375	5.4	5.47425	5.49425	5.703625
1140	0.579	0.579875	0.5586875	0.5595	0.5833125	0.59275	5.49875	5.4973125	5.4	5.47425	5.4925	5.70125
1141	0.580125	0.5815	0.5586875	0.5595	0.5845625	0.593625	5.499625	5.4994375	5.4	5.47425	5.4935	5.7025625
1142	0.5813125	0.5825	0.5586875	0.5595	0.5858125	0.5954375	5.499	5.50125	5.4	5.47425	5.4944375	5.703625
1143	0.5820625	0.5833125	0.5586875	0.5595	0.5859375	0.596625	5.49875	5.5029375	5.4	5.47425	5.495625	5.704625
1144	0.5795	0.5813125	0.5586875	0.5595	0.58375	0.593125	5.4975625	5.499875	5.4	5.47425	5.4928125	5.7020625
1145	0.5810625	0.583	0.5586875	0.5595	0.585625	0.5949375	5.500375	5.5	5.4	5.47425	5.494625	5.703125
1146	0.5816875	0.5833125	0.5586875	0.5595	0.58625	0.596375	5.50225	5.49975	5.4	5.47425	5.494875	5.70525
1147	0.582875	0.584	0.5586875	0.5595	0.5868125	0.597875	5.5013125	5.5025	5.4	5.47425	5.4956875	5.7055625
1148	0.580375	0.582375	0.5586875	0.5595	0.5840625	0.5921875	5.4975	5.50175	5.4	5.47425	5.493875	5.7013125
1149	0.58225	0.5831875	0.5586875	0.5595	0.584875	0.5943125	5.5003125	5.5018125	5.4	5.47425	5.494375	5.702625
1150	0.583375	0.5849375	0.5586875	0.5595	0.586375	0.595375	5.5030625	5.5006875	5.4	5.47425	5.4950625	5.70425
1151	0.58325	0.5850625	0.5586875	0.5595	0.5874375	0.597125	5.5024375	5.5030625	5.4	5.47425	5.49575	5.704125
1152	0.582	0.58325	0.5586875	0.5595	0.5824375	0.587125	5.497125	5.50125	5.4	5.47425	5.490875	5.7026875
1153	0.59075	0.59125	0.561625	0.5646875	0.594375	0.595375	5.5731875	5.574375	5.4755625	5.5508125	5.56775	5.7788125
1154	0.59125	0.5935	0.561625	0.5646875	0.5949375	0.5968125	5.574	5.5751875	5.4755625	5.5508125	5.5691875	5.780375
1155	0.5915	0.593875	0.561625	0.5646875	0.595875	0.5974375	5.575	5.575875	5.4755625	5.5508125	5.569625	5.7819375
1156	0.590125	0.5915	0.561625	0.5646875	0.5941875	0.5955	5.5728125	5.574125	5.4755625	5.5508125	5.5675	5.7784375
1157	0.591875	0.5935625	0.561625	0.5646875	0.5953125	0.597375	5.574625	5.5755625	5.4755625	5.5508125	5.5686875	5.781125
1158	0.5910625	0.5935625	0.561625	0.5646875	0.5959375	0.59825	5.5754375	5.576375	5.4755625	5.5508125	5.569875	5.78175
1159	0.59225	0.59375	0.561625	0.5646875	0.59725	0.5991875	5.5758125	5.577125	5.4755625	5.5508125	5.5709375	5.7814375
1160	0.590125	0.592375	0.561625	0.5646875	0.5946875	0.59625	5.5736875	5.5749375	5.4755625	5.5508125	5.568625	5.7799375
1161	0.591625	0.593125	0.561625	0.5646875	0.5965625	0.597	5.5755625	5.576375	5.4755625	5.5508125	5.5696875	5.7821875
1162	0.5925625	0.5935	0.561625	0.5646875	0.59725	0.5983125	5.576375	5.5771875	5.4755625	5.5508125	5.5705625	5.78275
1163	0.593625	0.594125	0.561625	0.5646875	0.59775	0.59925	5.5770625	5.577875	5.4755625	5.5508125	5.5711875	5.783
1164	0.5911875	0.5931875	0.561625	0.5646875	0.5948125	0.595125	5.5746875	5.5758125	5.4755625	5.5508125	5.5690625	5.7780625
1165	0.59225	0.59425	0.561625	0.5646875	0.596625	0.596875	5.576125	5.577	5.4755625	5.5508125	5.57075	5.7800625
1166	0.593875	0.5943125	0.561625	0.5646875	0.5979375	0.5979375	5.5771875	5.5776875	5.4755625	5.5508125	5.571	5.782375
1167	0.5945	0.5956875	0.561625	0.5646875	0.598375	0.597875	5.5779375	5.5788125	5.4755625	5.5508125	5.571875	5.7820625
1168	0.5865	0.5885625	0.561625	0.5646875	0.5881875	0.5920625	5.5745625	5.5750625	5.4755625	5.5508125	5.566125	5.77925
1169	0.5943125	0.5948125	0.571375	0.5741875	0.5980625	0.60775	5.6486875	5.649875	5.550875	5.6250625	5.64325	5.857
1170	0.5945625	0.5965	0.571375	0.5741875	0.599125	0.608375	5.64975	5.65025	5.550875	5.6250625	5.6444375	5.858125
1171	0.59525	0.5966875	0.571375	0.5741875	0.5995	0.6094375	5.6501875	5.6510625	5.550875	5.6250625	5.6454375	5.8591875
1172	0.5935	0.5943125	0.571375	0.5741875	0.598	0.6064375	5.648625	5.6491875	5.550875	5.6250625	5.64325	5.8573125
1173	0.5946875	0.596625	0.571375	0.5741875	0.599375	0.60875	5.650125	5.651	5.550875	5.6250625	5.6443125	5.85825
1174	0.5958125	0.59675	0.571375	0.5741875	0.59975	0.6106875	5.6509375	5.6515	5.550875	5.6250625	5.6450625	5.8591875
1175	0.596375	0.59725	0.571375	0.5741875	0.6008125	0.611375	5.6513125	5.652125	5.550875	5.6250625	5.646375	5.8605
1176	0.5949375	0.5955	0.571375	0.5741875	0.598125	0.60725	5.6495625	5.6500625	5.550875	5.6250625	5.64375	5.85775
1177	0.595	0.5973125	0.571375	0.5741875	0.600625	0.6090625	5.6506875	5.651875	5.550875	5.6250625	5.645	5.85925
1178	0.59625	0.598125	0.571375	0.5741875	0.601375	0.6104375	5.65175	5.652625	5.550875	5.6250625	5.6460625	5.8608125
1179	0.5966875	0.59925	0.571375	0.5741875	0.6011875	0.611375	5.6521875	5.652625	5.550875	5.6250625	5.646625	5.8613125
1180	0.594625	0.5976875	0.571375	0.5741875	0.59875	0.6075625	5.6500625	5.65125	5.550875	5.6250625	5.6443125	5.856875
1181	0.5966875	0.5978125	0.571375	0.5741875	0.5993125	0.608875	5.6519375	5.6525	5.550875	5.6250625	5.6455625	5.857625
1182	0.59775	0.598875	0.571375	0.5741875	0.6011875	0.610125	5.6523125	5.6535	5.550875	5.6250625	5.6463125	5.8588125
1183	0.5980625	0.599875	0.571375	0.5741875	0.601625	0.611625	5.6534375	5.6543125	5.550875	5.6250625	5.64725	5.86025
1184	0.5964375	0.59775	0.571375	0.5741875	0.596875	0.6020625	5.6500625	5.6505	5.550875	5.6250625	5.640875	5.857875
1185	0.605	0.6058125	0.576125	0.5786875	0.6086875	0.609875	5.7255	5.72475	5.624375	5.7013125	5.718375	5.935
1186	0.605375	0.607375	0.576125	0.5786875	0.609875	0.6111875	5.724625	5.7268125	5.624375	5.7013125	5.7201875	5.93575
1187	0.60625	0.607875	0.576125	0.5786875	0.6105625	0.6125	5.72575	5.7275	5.624375	5.7013125	5.7204375	5.9368125
1188	0.605	0.606	0.576125	0.5786875	0.608125	0.61	5.725125	5.724375	5.624375	5.7013125	5.718125	5.934875
1189	0.606375	0.6078125	0.576125	0.5786875	0.6095625	0.6114375	5.7249375	5.7271875	5.624375	5.7013125	5.72	5.9354375
1190	0.606625	0.607875	0.576125	0.5786875	0.6110625	0.612625	5.726375	5.7271875	5.624375	5.7013125	5.7206875	5.9369375
1191	0.6061875	0.6080625	0.576125	0.5786875	0.612	0.6133125	5.727125	5.7276875	5.624375	5.7013125	5.7209375	5.93825
1192	0.6055625	0.6074375	0.576125	0.5786875	0.608875	0.6105	5.7253125	5.725875	5.624375	5.7013125	5.7194375	5.935125
1193	0.605875	0.6075625	0.576125	0.5786875	0.6103125	0.6125	5.7268125	5.727	5.624375	5.7013125	5.7205625	5.9365625
1194	0.6066875	0.6081875	0.576125	0.5786875	0.6110625	0.6125625	5.727625	5.72775	5.624375	5.7013125	5.72125	5.938
1195	0.608	0.608625	0.576125	0.5786875	0.6115625	0.614	5.727375	5.729875	5.624375	5.7013125	5.7220625	5.9384375
1196	0.605875	0.6084375	0.576125	0.5786875	0.6089375	0.609625	5.7268125	5.726125	5.624375	5.7013125	5.7191875	5.9349375
1197	0.607	0.60875	0.576125	0.5786875	0.610125	0.611375	5.72675	5.72925	5.624375	5.7013125	5.7203125	5.935625
1198	0.6083125	0.608875	0.576125	0.5786875	0.6116875	0.612375	5.7278125	5.729	5.624375	5.7013125	5.721875	5.9375
1199	0.6086875	0.610625	0.576125	0.5786875	0.612125	0.61325	5.729875	5.729125	5.624375	5.7013125	5.7225625	5.9380625
1200	0.6011875	0.6035	0.576125	0.5786875	0.602625	0.6065625	5.725875	5.7263125	5.624375	5.7013125	5.716625	5.9350625
1201	0.6080625	0.609875	0.5864375	0.589	0.612875	0.6220625	5.800375	5.80125	5.699375	5.7750625	5.7946875	6.012125
1202	0.60925	0.61075	0.5864375	0.589	0.613875	0.62275	5.8010625	5.8019375	5.699375	5.7750625	5.79525	6.013375
1203	0.610125	0.611375	0.5864375	0.589	0.6149375	0.623625	5.801875	5.80275	5.699375	5.7750625	5.7941875	6.0139375
1204	0.6075625	0.61	0.5864375	0.589	0.612125	0.6216875	5.8	5.800875	5.699375	5.7750625	5.792875	6.011875
1205	0.6091875	0.61075	0.5864375	0.589	0.6140625	0.6225	5.8015	5.802375	5.699375	5.7750625	5.7956875	6.0131875
1206	0.610625	0.611125	0.5864375	0.589	0.6150625	0.623875	5.801875	5.803375	5.699375	5.7750625	5.7969375	6.0145
1207	0.610625	0.6126875	0.5864375	0.589	0.61525	0.625875	5.803	5.8041875	5.699375	5.7750625	5.79725	6.015375
1208	0.6088125	0.61	0.5864375	0.589	0.6136875	0.6221875	5.800875	5.8020625	5.699375	5.7750625	5.795	6.012375
1209	0.6103125	0.6116875	0.5864375	0.589	0.6141875	0.6240625	5.8026875	5.802875	5.699375	5.7750625	5.796375	6.0139375
1210	0.6111875	0.6125	0.5864375	0.589	0.6151875	0.62525	5.8035	5.803625	5.699375	5.7750625	5.797375	6.0153125
1211	0.6115625	0.61425	0.5864375	0.589	0.6159375	0.627125	5.8045	5.8044375	5.699375	5.7750625	5.7978125	6.0160625
1212	0.609125	0.611875	0.5864375	0.589	0.613	0.6215	5.8020625	5.8025625	5.699375	5.7750625	5.795375	6.0119375
1213	0.61125	0.6128125	0.5864375	0.589	0.6143125	0.6233125	5.8039375	5.80375	5.699375	5.7750625	5.7965625	6.0131875
1214	0.6111875	0.6134375	0.5864375	0.589	0.6153125	0.6250625	5.8043125	5.8045625	5.699375	5.7750625	5.79775	6.0143125
1215	0.613125	0.6138125	0.5864375	0.589	0.617125	0.6258125	5.80475	5.8055625	5.699375	5.7750625	5.79825	6.01525
1216	0.611375	0.612625	0.5864375	0.589	0.61275	0.615625	5.801	5.8025	5.699375	5.7750625	5.7924375	6.0126875
1217	0.619375	0.62075	0.590625	0.593875	0.6236875	0.624	5.876125	5.877	5.7739375	5.8495	5.8695625	6.0895625
1218	0.6203125	0.6218125	0.590625	0.593875	0.624625	0.6256875	5.8768125	5.8774375	5.7739375	5.8495	5.8708125	6.09125
1219	0.6201875	0.6225625	0.590625	0.593875	0.624875	0.6268125	5.8773125	5.8784375	5.7739375	5.8495	5.871625	6.091375
1220	0.61875	0.620125	0.590625	0.593875	0.6226875	0.6245625	5.87575	5.876625	5.7739375	5.8495	5.8694375	6.0895625
1221	0.62	0.623125	0.590625	0.593875	0.624125	0.625875	5.8775625	5.8778125	5.7739375	5.8495	5.870375	6.090375
1222	0.6201875	0.6221875	0.590625	0.593875	0.6256875	0.6275	5.87775	5.8791875	5.7739375	5.8495	5.8715625	6.0921875
1223	0.621	0.62225	0.590625	0.593875	0.6261875	0.627625	5.87875	5.8793125	5.7739375	5.8495	5.871625	6.09275
1224	0.62025	0.622	0.590625	0.593875	0.62425	0.6253125	5.877	5.877125	5.7739375	5.8495	5.8695625	6.0906875
1225	0.620375	0.622875	0.590625	0.593875	0.6245625	0.6261875	5.8778125	5.8793125	5.7739375	5.8495	5.87125	6.0916875
1226	0.6215	0.622625	0.590625	0.593875	0.625875	0.627625	5.8785625	5.87975	5.7739375	5.8495	5.8726875	6.0925
1227	0.622	0.623875	0.590625	0.593875	0.6265625	0.6284375	5.8793125	5.8805	5.7739375	5.8495	5.8723125	6.0935625
1228	0.6204375	0.6228125	0.590625	0.593875	0.6236875	0.6240625	5.8771875	5.8786875	5.7739375	5.8495	5.87	6.089375
1229	0.621375	0.6235	0.590625	0.593875	0.624875	0.6255625	5.878625	5.879875	5.7739375	5.8495	5.8713125	6.09075
1230	0.6230625	0.6235625	0.590625	0.593875	0.6266875	0.6268125	5.8794375	5.881	5.7739375	5.8495	5.872875	6.0920625
1231	0.6236875	0.624375	0.590625	0.593875	0.6270625	0.6274375	5.880125	5.8810625	5.7739375	5.8495	5.8731875	6.0923125
1232	0.61575	0.6171875	0.590625	0.593875	0.618125	0.621	5.877125	5.877625	5.7739375	5.8495	5.8675625	6.0905
1233	0.62225	0.6246875	0.60075	0.603375	0.6268125	0.6361875	5.9515	5.952375	5.8489375	5.9238125	5.944875	6.1675
1234	0.6229375	0.6255625	0.60075	0.603375	0.6280625	0.6371875	5.9523125	5.9530625	5.8489375	5.9238125	5.946125	6.168875
1235	0.6239375	0.6265	0.60075	0.603375	0.628625	0.6385	5.953375	5.9541875	5.8489375	5.9238125	5.9468125	6.1696875
1236	0.6225625	0.62375	0.60075	0.603375	0.6266875	0.635625	5.9514375	5.9523125	5.8489375	5.9238125	5.9445	6.167125
1237	0.6234375	0.6255625	0.60075	0.603375	0.6285	0.6375625	5.9525625	5.9535	5.8489375	5.9238125	5.9455625	6.1685625
1238	0.6244375	0.626375	0.60075	0.603375	0.6284375	0.639	5.953375	5.9545625	5.8489375	5.9238125	5.9464375	6.1699375
1239	0.625375	0.6268125	0.60075	0.603375	0.6301875	0.6398125	5.9544375	5.9553125	5.8489375	5.9238125	5.94725	6.1701875
1240	0.623625	0.6249375	0.60075	0.603375	0.627375	0.6371875	5.9523125	5.952875	5.8489375	5.9238125	5.944625	6.1679375
1241	0.62525	0.626	0.60075	0.603375	0.6285625	0.6379375	5.9534375	5.9546875	5.8489375	5.9238125	5.94625	6.169625
1242	0.6255625	0.6269375	0.60075	0.603375	0.6298125	0.6400625	5.954625	5.9554375	5.8489375	5.9238125	5.9475	6.1701875
1243	0.6263125	0.6280625	0.60075	0.603375	0.630375	0.641125	5.9549375	5.955875	5.8489375	5.9238125	5.948125	6.1710625
1244	0.6235625	0.626125	0.60075	0.603375	0.62775	0.636	5.9531875	5.9540625	5.8489375	5.9238125	5.94575	6.16725
1245	0.6259375	0.627125	0.60075	0.603375	0.6289375	0.6378125	5.954625	5.955625	5.8489375	5.9238125	5.946875	6.169125
1246	0.6259375	0.6283125	0.60075	0.603375	0.63025	0.6388125	5.9554375	5.956	5.8489375	5.9238125	5.947375	6.1698125
1247	0.6266875	0.62825	0.60075	0.603375	0.631	0.640625	5.95625	5.9570625	5.8489375	5.9238125	5.948375	6.17
1248	0.6255	0.6271875	0.60075	0.603375	0.627625	0.62975	5.9524375	5.9533125	5.8489375	5.9238125	5.94225	6.1685
1249	0.63325	0.635625	0.60525	0.6084375	0.6376875	0.6385625	6.027	6.0278125	5.9230625	5.999375	6.020375	6.2455
1250	0.6348125	0.6361875	0.60525	0.6084375	0.63975	0.6411875	6.02775	6.028625	5.9230625	5.999375	6.0211875	6.2474375
1251	0.6349375	0.6371875	0.60525	0.6084375	0.6394375	0.6410625	6.0285	6.029375	5.9230625	5.999375	6.02175	6.2481875
1252	0.633375	0.63525	0.60525	0.6084375	0.6371875	0.6390625	6.026625	6.0274375	5.9230625	5.999375	6.02	6.24575
